COD_DISCIPLINA;SGL_DISCIPLINA;NOM_DISCIPLINA;DSC_TPO_CHORARIA;VAL_CARGA_HORARIA;DSC_EMENTA
45260;305044012;Sistemas de Informação e Tomada de Decisão;Teórica;40;Fundamentos da informação e do conhecimento: análise de sistemas, visão geral do desenvolvimento de sistemas. Sistemas de informação e relação com os processos gerenciais. Análise de sistemas: levantamento de necessidades, avaliação de sistemas. Tipo
88462;500060031;Estúdio de Arquitetura 3A;Estudos Independentes;20;Concepção do espaço arquitetônico com ênfase na análise dos problemas de adensamento humano mediante contextualização urbana. Noções gerais dos programas governamentais de fomento a? construção de moradias. Analise e discussão sobre como questões u
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
62694;305076001;Tópicos Especiais;Prática;40;"Centralidade ontológica e dimensão sócio-histórica do trabalho; Crise da sociedade capitalista contemporânea e transformações no mundo do trabalho. O debate sobre a prática como trabalho e a inserção do assistente social em processos de trabalho."""""
86117;106026052;Projeto Interdisciplinar 4B;Teórica;40;O experimento e a integração dos conhecimentos teóricos e práticos como fonte de aprendizagem significativa e do crescimento individual e coletivo. Estudo e debate dos principais temas contemporâneos de formação geral, articulados às bases teóricas d
57494;400057021;Teoria das Estruturas I;Teórica;80;"Introdução à análise estrutural. Estruturas isostáticas: treliças, vigas, pórticos, arcos e grelhas. Deformações das estruturas.""""84701"
84701;500001005;Laboratório de Aprendizagem Integrada 1A;Teórica;40;O experimento e a integração dos conhecimentos teóricos e práticos como fonte de aprendizagem significativa e do crescimento individual e coletivo. Estudo e debate dos principais temas contemporâneos de formação geral, articulados às bases teóricas d
86060;106026033;Laboratório de Aprendizagem Integrada 1A;Estudos Independentes;40;O experimento e a integração dos conhecimentos teóricos e práticos como fonte de aprendizagem significativa e do crescimento individual e coletivo. Estudo e debate dos principais temas contemporâneos de formação geral, articulados às bases teóricas d
63476;101043016;Humanística III;Teórica;40;A relação da criação artística com a medicina. As ilustrações medicas realizadas por grandes artistas e suas funções no aprendizado da época e no deleite histórico atual. Manuais de cirurgia e de anatomia. A escultura na historia da arte e da medicin
59477;502018029;Terapêutica Veterinária;Teórica;40;Elaborar corretamente uma prescrição médica (medicações, doses, vias de administração). Reconhecer e saber manusear os insumos hospitalares mais utilizados. Saber calcular doses de acordo com o peso do animal. Listar as vias de administração dos medi
68705;PATANCOMP-80;Patologia Animal Comparada;Prática;40;Conceituar a doença e sua etiopatogenia. Compreender os aspectos patológicos gerais, sua reação em nível celular/intersticial e suas consequências, bem como a sua atuação nos diferentes órgãos anatômicos e sistemas dos mamíferos domésticos. Estudo an
86147;106026073;Projeto Interdisciplinar - 6B;Estudos Independentes;40;Realizar atividades que integrem as disciplinas do módulo. Elaborar, gerenciar e apresentar um produto acadêmico desenvolvido sob o método científico. Promover a autonomia e o trabalho em equipe, desenvolvendo um engenheiro de processos com ações ino
78134;ASPRTI-40;Aspectos Regulatórios e Legais em TI;Teórica;40;Fundamentar a legislação aplicada à informática e a computação. Aspectos jurídicos da internet e Comércio Eletrônico. Responsabilidade Civil e penal sobre a tutela da informação. Regulamentação do trabalho do profissional de informática. Legislação r
54666;100032025;Avaliação Psicológica - Método Projetivo;Teórica;80;"Fundamentos teóricos e metodológicos das técnicas de exploração da personalidade por métodos projetivos; exercícios de entrevista; práticas de aplicação, interpretação e síntese de teste projetivo (Rorschach) em processos de avaliação psicológica."""
54671;100032030;Estágio Básico - Entrevista Exploratória para Avaliação Psicológica;Prática;40;O estágio visa proporcionar aos alunos o contato com o ambiente de avaliação psicológica, especificamente as situações de entrevista requeridas para complementação de informações relacionadas à avaliação psicológica com o uso de instrumentos de avali
78325;AGROPALANI-80;Agrostologia e Programas de Alimentação Animal;Prática;40;Principais alimentos e seus nutrientes. O metabolismo digestivo de diferentes espécies animais. As análises bromatológicas e a formulação de rações balanceadas. Estudo das principais forrageiras para alimentação animal. Planejamento nutricional das d
83910;808000317;Análise das Demonstrações Contábeis;Teórica;80;"Estuda a Introdução à Análise das Demonstrações Contábeis, a análise horizontal evertical, a análise por meio de índices e o relatório final.""""54670"
70845;PATGRANI-80;Patologia de Grandes Animais;Prática;40;Abordagem às afecções patológicas de resolução cirúrgica dos grandes animais, em especial equídeos e ruminantes, concentrando o conteúdo nos mecanismos de desenvolvimento da enfermidade, no diagnóstico, na terapêutica e no manejo do paciente cirúrgic
86091;106026038;Projeto Interdisciplinar 2A;Estudos Independentes;40;Realizar atividades que integrem as disciplinas do módulo. Elaborar, gerenciar e apresentar um produto acadêmico desenvolvido sob o método científico. Promover a autonomia e o trabalho em equipe, desenvolvendo um engenheiro de processos com ações ino
66920;308057035;TCC - Projeto;Teórica;40;Definição do objeto e delimitação do tema. Execução de projeto: teoria ¿ articulação entre autores e temática proposta com ênfase em produções recentes e atualizadas ¿ e prática ¿ como resultados propostos que confirmem ou problematizem o projeto pro
63473;101043013;Psicologia Médica;Teórica;60;Estudo do ciclo humano: infância, adolescência, adulto e velhice. Teoria das Crises. A morte e o desenvolvimento humano. As angústias do estudante de medicina sobre a morte e o morrer. Reflexões sobre situações ?emergenciais?. Questões de crescimento
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
86122;106026057;Projeto Interdisciplinar - 5A;Teórica;40;Realizar atividades que integrem as disciplinas do módulo. Elaborar, gerenciar e apresentar um produto acadêmico desenvolvido sob o método científico. Promover a autonomia e o trabalho em equipe, desenvolvendo um engenheiro de processos com ações ino
86691;800000245;Língua Portuguesa;Teórica;80;Distinção entre linguagem, língua e fala. Características da oralidade e da escrita no processo de comunicação. Variações linguísticas. Níveis de linguagem. Tópicos da gramática normativa. Leitura, compreensão e análise de textos. Análise da coerênci
59267;502007131;Direito do Consumidor;Teórica;40;História da Proteção aos Direitos do Consumidor no Brasil. O Código de Defesa do Consumidor e os Princípios da Proteção ao Consumidor. Direitos Básicos do Consumidor. Responsabilidade pelo Fato do Produto e do Serviço. Responsabilidade pelo Vício do 
53405;602002029;Deontologia Jurídica ( Ética Geral e Profissional );Teórica;40;Ética geral e profissional. A profissão do advogado. As funções do advogado. Principais virtudes e deveres do advogado. Compromisso do advogado com a justiça. Deveres para com o cliente. Estatuto da Ordem dos Advogados do Brasil e Código de Ética. Co
86596;106042055;Eletrotécnica;Teórica;40;Circuitos Elétricos. Corrente contínua e corrente alternada. Métodos de resolução de malhas. Noções de medidas elétricas. Teoria básica de máquinas elétricas e suas aplicações. Noções sobre equipamentos e sistemas de alimentação de motores e circuito
59005;308060030;Automação Industrial;Prática;40;"Processos industriais e a automação. Lógica combinatória e Sequencial. Controladores Lógicos Programáveis (CLPs): arquitetura e programação. Instrumentação. Sistemas Supervisórios. Controle Integrado de Processos e Manufatura. Máquinas CNC e robôs."""
86195;106026090;Economia e Gestão;Ensino a Distância;80;Princípios básicos da evolução da ciência econômica. Funcionamento mercadológico. Economia verde e sua ramificação organizacional. Cálculo de juros e valores equivalentes. Comparação de alternativas de investimento. Depreciação técnica. Análise custo
63487;101043027;Semiologia Médica II;Prática;80;Atendimento a crianças: anamnese e exame físico geral. Antropometria, ectoscopia geral e exame físico dos vários segmentos corpóreos. Técnicas do exame físico em crianças e adolescentes. Solicitação de exames complementares de importância para o diag
88436;106045017;Biotecnologia de alimentos;Teórica;40;"Introdução à bioengenharia. Conceitos básicos de biologia, bioquímica e microbiologia. Enzimas. Mecanismos de funcionamento das células, principais caminhos metabólicos, estequiometria do crescimento microbiano e formação de produto.""""89140"
89140;106036036;Circuitos Elétricos I;Teórica;80;Ementa: Fundamentos de circuitos de Corrente Contínua (CC). Conceituação das principais grandezas elétricas. Conhecimento de componentes de circuitos. Lei de Ohm. Lei de Kirchhoff. Associação de resistores em série e paralelo. Resolução de circuitos 
23304;CCS819-140;Projeto de Extensão Comunitária;Estudos Autônomos;100;Conceito e objetivos da extensão universitária. Diretrizes do Plano Nacional de Extensão. Metodologia de elaboração de projetos de extensão. Estratégias de operacionalização de projetos de extensão universitária. Avaliação processual do trabalho em E
47998;3010730018;Trabalho Interdisciplinar Dirigido III;Teórica;40;"Articulação temática do módulo. Integração dos conteúdos tratados nas disciplinas. Prática de pesquisa: questionários. A produção textual dissertativa. Comunicação de trabalhos/pesquisas.""""48002"
48005;3010730025;Metodologia do Ensino de Geografia;Teórica;80;História da Geografia como disciplina escolar. A tradição didática e a renovação da Geografia Escolar. Contribuição da interpretação geográfica para o entendimento interdisciplinar da realidade socioespacial. Os conceitos geográficos estruturantes do
84821;500004023;Contabilidade de Custos;Teórica;80;Classificação dos custos: Diretos e Indiretos, Fixos e Variáveis. Critérios de Avaliação dos Estoques. Custos Indiretos de Fabricação (CIFs). Sistemas de acumulação de custos. Custos da Produção Conjunta. Custeio por Absorção Tradicional. Custeio por
86685;800000243;Direito Fundamental;Teórica;80;"Noções Gerais de Direito; Fontes do Direito; Direito Constitucional; Direito Civil; Direito Empresarial; Direito do Consumidor; Direito do Trabalho.""""62324"
62680;100043008;Ingles Técnico;Teórica;40;Estrutura gramatical e vocabulário da língua, com valorização de textos que abordem questões de saúde. Desenvolver habilidade de traduzir e interpretar informações técnicas em saúde em textos escritos em Inglês.Preparação para adquirir proficiência e
